Datum,Umsatz,Brot,Broetchen,Croissant,Konditorei,Kuchen,Saisonbrot
2013-09-28,134.613756840197,1,0,0,0,0,0
2013-09-29,68.6316896995448,1,0,0,0,0,0
2013-09-30,156.502435955326,1,0,0,0,0,0
2013-10-01,123.397540137977,1,0,0,0,0,0
2013-10-02,196.720969158391,1,0,0,0,0,0
2013-10-03,75.2337302417469,1,0,0,0,0,0
2013-10-04,156.066122625816,1,0,0,0,0,0
2013-10-05,152.280762053885,1,0,0,0,0,0
2013-10-06,92.4805772695364,1,0,0,0,0,0
2013-10-07,124.841544023845,1,0,0,0,0,0
2013-10-08,96.867100978839,1,0,0,0,0,0
2013-10-09,149.761758936995,1,0,0,0,0,0
2013-10-10,119.300284972145,1,0,0,0,0,0
2013-10-11,123.2348187168,1,0,0,0,0,0
2013-10-12,140.262421715801,1,0,0,0,0,0
2013-10-13,42.9967926268111,1,0,0,0,0,0
2013-10-14,109.863744271226,1,0,0,0,0,0
2013-10-15,130.431802598324,1,0,0,0,0,0
2013-10-16,146.070583461057,1,0,0,0,0,0
2013-10-17,89.9411837855476,1,0,0,0,0,0
2013-10-18,111.233698203856,1,0,0,0,0,0
2013-10-19,121.590860465012,1,0,0,0,0,0
2013-10-20,70.1419855298474,1,0,0,0,0,0
2013-10-21,122.987868193302,1,0,0,0,0,0
2013-10-22,111.927088663048,1,0,0,0,0,0
2013-10-23,125.816016210178,1,0,0,0,0,0
2013-10-24,123.163406361057,1,0,0,0,0,0
2013-10-25,113.661858634409,1,0,0,0,0,0
2013-10-26,161.678805315967,1,0,0,0,0,0
2013-10-27,102.355195816072,1,0,0,0,0,0
2013-10-28,129.482192717092,1,0,0,0,0,0
2013-10-29,112.285893935052,1,0,0,0,0,0
2013-10-30,121.506077008915,1,0,0,0,0,0
2013-10-31,133.723541287582,1,0,0,0,0,0
2013-11-01,100.182160485504,1,0,0,0,0,0
2013-11-02,149.172348030766,1,0,0,0,0,0
2013-11-03,97.4532740046654,1,0,0,0,0,0
2013-11-04,137.864260444157,1,0,0,0,0,0
2013-11-05,103.700267261952,1,0,0,0,0,0
2013-11-06,109.097001107423,1,0,0,0,0,0
2013-11-07,118.470603286455,1,0,0,0,0,0
2013-11-08,132.796244239256,1,0,0,0,0,0
2013-11-09,99.9317959514759,1,0,0,0,0,0
2013-11-10,108.561660295105,1,0,0,0,0,0
2013-11-11,124.580485617569,1,0,0,0,0,0
2013-11-12,111.970870543294,1,0,0,0,0,0
2013-11-13,78.0382483442215,1,0,0,0,0,0
2013-11-14,121.180219705286,1,0,0,0,0,0
2013-11-15,122.76929773359,1,0,0,0,0,0
2013-11-16,126.793397398979,1,0,0,0,0,0
2013-11-17,74.3945185864517,1,0,0,0,0,0
2013-11-18,129.109032642028,1,0,0,0,0,0
2013-11-19,106.906118646237,1,0,0,0,0,0
2013-11-20,124.324612351715,1,0,0,0,0,0
2013-11-21,144.359927455555,1,0,0,0,0,0
2013-11-22,107.962731413831,1,0,0,0,0,0
2013-11-23,96.5196766761341,1,0,0,0,0,0
2013-11-24,76.4120061231823,1,0,0,0,0,0
2013-11-25,129.81992805086,1,0,0,0,0,0
2013-11-26,123.431703158233,1,0,0,0,0,0
2013-11-27,93.5321454303922,1,0,0,0,0,0
2013-11-28,128.842426194061,1,0,0,0,0,0
2013-11-29,104.966463375073,1,0,0,0,0,0
2013-11-30,104.09003869481,1,0,0,0,0,0
2013-12-01,68.0762231823542,1,0,0,0,0,0
2013-12-02,113.931498716313,1,0,0,0,0,0
2013-12-03,94.7658652080226,1,0,0,0,0,0
2013-12-04,128.922855106228,1,0,0,0,0,0
2013-12-05,120.974699669869,1,0,0,0,0,0
2013-12-06,112.015650593347,1,0,0,0,0,0
2013-12-07,121.408564819885,1,0,0,0,0,0
2013-12-08,36.2650169585334,1,0,0,0,0,0
2013-12-09,134.680550018524,1,0,0,0,0,0
2013-12-10,104.352034970751,1,0,0,0,0,0
2013-12-11,85.9079819233536,1,0,0,0,0,0
2013-12-12,88.2075449690532,1,0,0,0,0,0
2013-12-13,85.5324935340658,1,0,0,0,0,0
2013-12-14,120.787742012371,1,0,0,0,0,0
2013-12-15,71.5352172710921,1,0,0,0,0,0
2013-12-16,120.791211521354,1,0,0,0,0,0
2013-12-17,74.6283250889016,1,0,0,0,0,0
2013-12-18,86.4115250991858,1,0,0,0,0,0
2013-12-19,101.589644453608,1,0,0,0,0,0
2013-12-20,114.601001275823,1,0,0,0,0,0
2013-12-21,124.541759682586,1,0,0,0,0,0
2013-12-22,41.7300439888931,1,0,0,0,0,0
2013-12-23,183.608991270752,1,0,0,0,0,0
2013-12-24,220.330670230618,1,0,0,0,0,0
2013-12-27,152.367434643543,1,0,0,0,0,0
2013-12-29,131.267289010755,1,0,0,0,0,0
2013-12-30,126.58984459848,1,0,0,0,0,0
2013-12-31,211.390838466052,1,0,0,0,0,0
2014-01-02,153.166492227541,1,0,0,0,0,0
2014-01-03,109.484763536521,1,0,0,0,0,0
2014-01-04,116.250540066432,1,0,0,0,0,0
2014-01-05,67.7899909491401,1,0,0,0,0,0
2014-01-06,146.911067784297,1,0,0,0,0,0
2014-01-07,147.5457609484,1,0,0,0,0,0
2014-01-08,99.9068767897401,1,0,0,0,0,0
2014-01-09,113.541525918277,1,0,0,0,0,0
2014-01-10,119.05554059635,1,0,0,0,0,0
2014-01-11,127.95986526115,1,0,0,0,0,0
2014-01-12,83.4017498521773,1,0,0,0,0,0
2014-01-13,103.994034974792,1,0,0,0,0,0
2014-01-14,166.347532764571,1,0,0,0,0,0
2014-01-15,139.042567223334,1,0,0,0,0,0
2014-01-16,117.779119691395,1,0,0,0,0,0
2014-01-17,94.7938386484339,1,0,0,0,0,0
2014-01-18,102.633649837911,1,0,0,0,0,0
2014-01-19,53.0014671833047,1,0,0,0,0,0
2014-01-20,99.6819363621683,1,0,0,0,0,0
2014-01-21,116.784600007305,1,0,0,0,0,0
2014-01-22,102.344424741026,1,0,0,0,0,0
2014-01-23,105.740276056438,1,0,0,0,0,0
2014-01-24,143.164448746188,1,0,0,0,0,0
2014-01-25,129.09233380561,1,0,0,0,0,0
2014-01-26,65.4883238458282,1,0,0,0,0,0
2014-01-27,177.797639286942,1,0,0,0,0,0
2014-01-28,63.9844736113181,1,0,0,0,0,0
2014-01-29,75.1156293987916,1,0,0,0,0,0
2014-01-30,140.794194214435,1,0,0,0,0,0
2014-01-31,133.303478983532,1,0,0,0,0,0
2014-02-01,101.932146850505,1,0,0,0,0,0
2014-02-02,76.7574943519772,1,0,0,0,0,0
2014-02-03,154.323103655617,1,0,0,0,0,0
2014-02-04,130.284962020954,1,0,0,0,0,0
2014-02-05,128.512982776585,1,0,0,0,0,0
2014-02-06,93.2145715747619,1,0,0,0,0,0
2014-02-07,99.7607356052368,1,0,0,0,0,0
2014-02-08,120.862739831777,1,0,0,0,0,0
2014-02-09,57.0074894928223,1,0,0,0,0,0
2014-02-10,154.183743327497,1,0,0,0,0,0
2014-02-11,93.6050031862626,1,0,0,0,0,0
2014-02-12,165.738384661521,1,0,0,0,0,0
2014-02-13,112.481302733138,1,0,0,0,0,0
2014-02-14,127.922310495651,1,0,0,0,0,0
2014-02-15,169.517528839106,1,0,0,0,0,0
2014-02-16,66.1488570531461,1,0,0,0,0,0
2014-02-17,139.563931976797,1,0,0,0,0,0
2014-02-18,101.128808084497,1,0,0,0,0,0
2014-02-19,139.712963296062,1,0,0,0,0,0
2014-02-20,115.493305434483,1,0,0,0,0,0
2014-02-21,195.749507104036,1,0,0,0,0,0
2014-02-22,138.333592943018,1,0,0,0,0,0
2014-02-23,79.4422222430818,1,0,0,0,0,0
2014-02-24,152.556733984074,1,0,0,0,0,0
2014-02-25,115.741936459404,1,0,0,0,0,0
2014-02-26,95.0173566075507,1,0,0,0,0,0
2014-02-27,142.599019478366,1,0,0,0,0,0
2014-02-28,121.868073185287,1,0,0,0,0,0
2014-03-01,140.96854447309,1,0,0,0,0,0
2014-03-02,78.304687930775,1,0,0,0,0,0
2014-03-03,123.816845981151,1,0,0,0,0,0
2014-03-04,110.664379295042,1,0,0,0,0,0
2014-03-05,104.010771805795,1,0,0,0,0,0
2014-03-06,119.64957040592,1,0,0,0,0,0
2014-03-07,115.297355656246,1,0,0,0,0,0
2014-03-08,116.679903321343,1,0,0,0,0,0
2014-03-09,92.618539664325,1,0,0,0,0,0
2014-03-10,150.516891177572,1,0,0,0,0,0
2014-03-11,151.221168841794,1,0,0,0,0,0
2014-03-12,91.0474158512995,1,0,0,0,0,0
2014-03-13,141.400369720196,1,0,0,0,0,0
2014-03-14,123.912083680615,1,0,0,0,0,0
2014-03-15,137.683942432828,1,0,0,0,0,0
2014-03-16,67.1675793738149,1,0,0,0,0,0
2014-03-17,141.547905542998,1,0,0,0,0,0
2014-03-18,88.2250444509535,1,0,0,0,0,0
2014-03-19,99.6845823880711,1,0,0,0,0,0
2014-03-20,128.138232106811,1,0,0,0,0,0
2014-03-21,104.8547456835,1,0,0,0,0,0
2014-03-22,130.851901605861,1,0,0,0,0,0
2014-03-23,71.128447822127,1,0,0,0,0,0
2014-03-24,174.642338237835,1,0,0,0,0,0
2014-03-25,130.828394911681,1,0,0,0,0,0
2014-03-26,164.073709880608,1,0,0,0,0,0
2014-03-27,217.595707302914,1,0,0,0,0,0
2014-03-28,210.364589078685,1,0,0,0,0,0
2014-03-29,201.442576014825,1,0,0,0,0,0
2014-03-30,77.0718729480323,1,0,0,0,0,0
2014-03-31,165.782083579859,1,0,0,0,0,0
2014-04-01,143.934571968464,1,0,0,0,0,0
2014-04-02,145.793768476637,1,0,0,0,0,0
2014-04-03,199.334213779063,1,0,0,0,0,0
2014-04-04,149.094869799179,1,0,0,0,0,0
2014-04-05,166.366651532902,1,0,0,0,0,0
2014-04-06,79.4656989548114,1,0,0,0,0,0
2014-04-07,175.863088463562,1,0,0,0,0,0
2014-04-08,104.711261779938,1,0,0,0,0,0
2014-04-09,168.945582350845,1,0,0,0,0,0
2014-04-10,153.689913112803,1,0,0,0,0,0
2014-04-11,150.197974521935,1,0,0,0,0,0
2014-04-12,230.41912840806,1,0,0,0,0,0
2014-04-13,106.9717520005,1,0,0,0,0,0
2014-04-14,126.41212420811,1,0,0,0,0,0
2014-04-15,109.472548649702,1,0,0,0,0,0
2014-04-16,110.647041867212,1,0,0,0,0,0
2014-04-17,259.250121969818,1,0,0,0,0,0
2014-04-19,290.428956680919,1,0,0,0,0,0
2014-04-20,57.7509189177541,1,0,0,0,0,0
2014-04-21,109.431179378053,1,0,0,0,0,0
2014-04-22,169.196248011103,1,0,0,0,0,0
2014-04-23,162.980101956576,1,0,0,0,0,0
2014-04-24,155.338780558714,1,0,0,0,0,0
2014-04-25,103.620395874603,1,0,0,0,0,0
2014-04-26,143.988134045973,1,0,0,0,0,0
2014-04-27,67.5791269771508,1,0,0,0,0,0
2014-04-28,142.899118015523,1,0,0,0,0,0
2014-04-29,145.382373304754,1,0,0,0,0,0
2014-04-30,168.447583367336,1,0,0,0,0,0
2014-05-02,194.877300541007,1,0,0,0,0,0
2014-05-05,344.712427419033,1,0,0,0,0,0
2014-05-06,117.634364611904,1,0,0,0,0,0
2014-05-07,90.0459392081919,1,0,0,0,0,0
2014-05-08,149.299133313087,1,0,0,0,0,0
2014-05-09,93.4116822522153,1,0,0,0,0,0
2014-05-10,123.724674602317,1,0,0,0,0,0
2014-05-11,61.0065824620734,1,0,0,0,0,0
2014-05-12,117.63724487723,1,0,0,0,0,0
2014-05-13,140.036281903001,1,0,0,0,0,0
2014-05-14,107.299783874075,1,0,0,0,0,0
2014-05-15,123.833393024816,1,0,0,0,0,0
2014-05-16,182.247331664509,1,0,0,0,0,0
2014-05-17,128.405482365147,1,0,0,0,0,0
2014-05-18,94.9265718873585,1,0,0,0,0,0
2014-05-19,108.184039506908,1,0,0,0,0,0
2014-05-20,112.779561925048,1,0,0,0,0,0
2014-05-21,123.754439846218,1,0,0,0,0,0
2014-05-22,116.368035292474,1,0,0,0,0,0
2014-05-23,129.753386763715,1,0,0,0,0,0
2014-05-24,117.223121200496,1,0,0,0,0,0
2014-05-25,85.7502216285052,1,0,0,0,0,0
2014-05-26,117.265384467109,1,0,0,0,0,0
2014-05-27,114.85034360851,1,0,0,0,0,0
2014-05-28,190.55318445032,1,0,0,0,0,0
2014-05-29,85.879848415963,1,0,0,0,0,0
2014-05-30,187.239006431102,1,0,0,0,0,0
2014-05-31,171.347524831197,1,0,0,0,0,0
2014-06-01,93.4027092149433,1,0,0,0,0,0
2014-06-02,199.723160641356,1,0,0,0,0,0
2014-06-03,142.538025704362,1,0,0,0,0,0
2014-06-04,137.397470737802,1,0,0,0,0,0
2014-06-05,194.604241155943,1,0,0,0,0,0
2014-06-06,181.64230467912,1,0,0,0,0,0
2014-06-07,199.282826637538,1,0,0,0,0,0
2014-06-08,116.13410257794,1,0,0,0,0,0
2014-06-09,110.83826883308,1,0,0,0,0,0
2014-06-10,183.918754774297,1,0,0,0,0,0
2014-06-11,149.446544671322,1,0,0,0,0,0
2014-06-12,139.828728810289,1,0,0,0,0,0
2014-06-13,181.076990157327,1,0,0,0,0,0
2014-06-14,198.692957520375,1,0,0,0,0,0
2014-06-15,54.0249702204705,1,0,0,0,0,0
2014-06-16,162.607017592405,1,0,0,0,0,0
2014-06-17,124.562218396083,1,0,0,0,0,0
2014-06-18,137.865777862035,1,0,0,0,0,0
2014-06-19,129.894799169399,1,0,0,0,0,0
2014-06-20,175.728748384125,1,0,0,0,0,0
2014-06-21,162.410672754329,1,0,0,0,0,0
2014-06-22,99.6276132843513,1,0,0,0,0,0
2014-06-23,130.997404965594,1,0,0,0,0,0
2014-06-24,119.068455962972,1,0,0,0,0,0
2014-06-25,114.248639971521,1,0,0,0,0,0
2014-06-26,139.644833904018,1,0,0,0,0,0
2014-06-27,149.199619823898,1,0,0,0,0,0
2014-06-28,234.368963456298,1,0,0,0,0,0
2014-06-29,99.024824945212,1,0,0,0,0,0
2014-06-30,171.873065791742,1,0,0,0,0,0
2014-07-01,79.4657766414776,1,0,0,0,0,0
2014-07-02,130.353573545155,1,0,0,0,0,0
2014-07-03,158.210589058586,1,0,0,0,0,0
2014-07-04,112.903849016111,1,0,0,0,0,0
2014-07-05,150.979319145129,1,0,0,0,0,0
2014-07-06,84.8042447667398,1,0,0,0,0,0
2014-07-07,142.241358541915,1,0,0,0,0,0
2014-07-08,109.606492090567,1,0,0,0,0,0
2014-07-09,116.752191041734,1,0,0,0,0,0
2014-07-10,132.724706258412,1,0,0,0,0,0
2014-07-11,180.711513583786,1,0,0,0,0,0
2014-07-12,142.331090508761,1,0,0,0,0,0
2014-07-13,80.4531140833734,1,0,0,0,0,0
2014-07-14,153.698550894933,1,0,0,0,0,0
2014-07-15,157.385041577792,1,0,0,0,0,0
2014-07-16,158.680478444563,1,0,0,0,0,0
2014-07-17,160.5229296933,1,0,0,0,0,0
2014-07-18,119.811042532772,1,0,0,0,0,0
2014-07-19,144.785544515647,1,0,0,0,0,0
2014-07-20,111.990298336233,1,0,0,0,0,0
2014-07-21,137.703002341753,1,0,0,0,0,0
2014-07-22,152.134170467115,1,0,0,0,0,0
2014-07-23,144.39193026197,1,0,0,0,0,0
2014-07-24,163.309889093623,1,0,0,0,0,0
2014-07-25,145.131799090901,1,0,0,0,0,0
2014-07-26,171.321523510186,1,0,0,0,0,0
2014-07-27,90.1816334935297,1,0,0,0,0,0
2014-07-28,157.813837411395,1,0,0,0,0,0
2014-07-29,144.455051194281,1,0,0,0,0,0
2014-07-30,137.868369774792,1,0,0,0,0,0
2014-07-31,174.333709830106,1,0,0,0,0,0
2014-08-01,153.966193788182,1,0,0,0,0,0
2014-08-02,189.444073316264,1,0,0,0,0,0
2014-08-03,75.380692980006,1,0,0,0,0,0
2014-08-04,190.631341627449,1,0,0,0,0,0
2014-08-05,158.481203915988,1,0,0,0,0,0
2014-08-06,140.003286627353,1,0,0,0,0,0
2014-08-07,172.493580385229,1,0,0,0,0,0
2014-08-08,194.226703064487,1,0,0,0,0,0
2014-08-09,216.790146013299,1,0,0,0,0,0
2014-08-10,98.5919510239083,1,0,0,0,0,0
2014-08-11,186.843287518034,1,0,0,0,0,0
2014-08-12,155.633056469153,1,0,0,0,0,0
2014-08-13,129.960879412869,1,0,0,0,0,0
2014-08-14,162.312059256018,1,0,0,0,0,0
2014-08-15,232.668688554884,1,0,0,0,0,0
2014-08-16,229.321098599377,1,0,0,0,0,0
2014-08-18,204.943578961263,1,0,0,0,0,0
2014-08-19,157.516513226105,1,0,0,0,0,0
2014-08-20,175.194857952978,1,0,0,0,0,0
2014-08-21,177.59614021373,1,0,0,0,0,0
2014-08-22,196.422158119718,1,0,0,0,0,0
2014-08-23,226.633053661476,1,0,0,0,0,0
2014-08-24,151.925968486667,1,0,0,0,0,0
2014-08-25,202.245341655226,1,0,0,0,0,0
2014-08-26,143.842260185182,1,0,0,0,0,0
2014-08-27,141.124540763453,1,0,0,0,0,0
2014-08-28,147.59794847913,1,0,0,0,0,0
2014-08-29,119.001507763099,1,0,0,0,0,0
2014-08-30,162.81504486744,1,0,0,0,0,0
2014-08-31,136.994199378168,1,0,0,0,0,0
2014-09-01,192.583927536972,1,0,0,0,0,0
2014-09-02,93.4032112729648,1,0,0,0,0,0
2014-09-03,128.100882145258,1,0,0,0,0,0
2014-09-04,118.732274802375,1,0,0,0,0,0
2014-09-05,168.798990410438,1,0,0,0,0,0
2014-09-06,165.47761720592,1,0,0,0,0,0
2014-09-07,48.9648440975496,1,0,0,0,0,0
2014-09-08,177.361261107402,1,0,0,0,0,0
2014-09-09,128.017374563252,1,0,0,0,0,0
2014-09-10,173.546299647139,1,0,0,0,0,0
2014-09-11,165.169051552497,1,0,0,0,0,0
2014-09-12,130.3659563908,1,0,0,0,0,0
2014-09-13,152.497010928097,1,0,0,0,0,0
2014-09-14,60.5960658536456,1,0,0,0,0,0
2014-09-15,154.556691403417,1,0,0,0,0,0
2014-09-16,106.657464651771,1,0,0,0,0,0
2014-09-17,140.230426469916,1,0,0,0,0,0
2014-09-18,168.767383241785,1,0,0,0,0,0
2014-09-19,140.144453118865,1,0,0,0,0,0
2014-09-20,197.959086294477,1,0,0,0,0,0
2014-09-21,80.5859142164798,1,0,0,0,0,0
2014-09-22,134.865103794751,1,0,0,0,0,0
2014-09-23,140.774695330895,1,0,0,0,0,0
2014-09-24,108.711123767423,1,0,0,0,0,0
2014-09-25,108.067086651751,1,0,0,0,0,0
2014-09-26,117.377429960871,1,0,0,0,0,0
2014-09-27,139.171163845637,1,0,0,0,0,0
2014-09-28,60.4829614839036,1,0,0,0,0,0
2014-09-29,146.640779180328,1,0,0,0,0,0
2014-09-30,125.317010604255,1,0,0,0,0,0
2014-10-01,159.473253138624,1,0,0,0,0,0
2014-10-02,183.411275500045,1,0,0,0,0,0
2014-10-03,62.591191559266,1,0,0,0,0,0
2014-10-04,194.365187583031,1,0,0,0,0,0
2014-10-05,82.1342445154272,1,0,0,0,0,0
2014-10-06,178.335670094664,1,0,0,0,0,0
2014-10-07,141.858863346968,1,0,0,0,0,0
2014-10-08,134.873921318631,1,0,0,0,0,0
2014-10-09,134.324856819578,1,0,0,0,0,0
2014-10-10,132.317020180874,1,0,0,0,0,0
2014-10-11,181.071063711796,1,0,0,0,0,0
2014-10-12,97.9850226394533,1,0,0,0,0,0
2014-10-13,129.878383258938,1,0,0,0,0,0
2014-10-14,175.011253800233,1,0,0,0,0,0
2014-10-15,206.8382090708,1,0,0,0,0,0
2014-10-16,147.570549356915,1,0,0,0,0,0
2014-10-17,144.357853437456,1,0,0,0,0,0
2014-10-18,158.152130377889,1,0,0,0,0,0
2014-10-19,58.8534096103563,1,0,0,0,0,0
2014-10-20,158.382558902343,1,0,0,0,0,0
2014-10-21,125.363981222897,1,0,0,0,0,0
2014-10-22,127.765051280508,1,0,0,0,0,0
2014-10-23,144.21773201944,1,0,0,0,0,0
2014-10-24,203.173639154115,1,0,0,0,0,0
2014-10-25,191.425316581712,1,0,0,0,0,0
2014-10-26,116.487886781866,1,0,0,0,0,0
2014-10-27,121.416970836256,1,0,0,0,0,0
2014-10-28,136.094268676769,1,0,0,0,0,0
2014-10-29,103.569554336818,1,0,0,0,0,0
2014-10-30,122.18216764664,1,0,0,0,0,0
2014-10-31,132.486279254048,1,0,0,0,0,0
2014-11-01,142.507059241702,1,0,0,0,0,0
2014-11-02,99.288586999622,1,0,0,0,0,0
2014-11-03,137.822879577546,1,0,0,0,0,0
2014-11-04,103.123747563607,1,0,0,0,0,0
2014-11-05,113.078967477055,1,0,0,0,0,0
2014-11-06,138.399464430445,1,0,0,0,0,0
2014-11-07,125.3258349714,1,0,0,0,0,0
2014-11-08,165.663474985222,1,0,0,0,0,0
2014-11-09,118.446930009839,1,0,0,0,0,0
2014-11-10,132.450933802593,1,0,0,0,0,0
2014-11-11,122.885078853966,1,0,0,0,0,0
2014-11-12,95.3481999188746,1,0,0,0,0,0
2014-11-13,143.750350209673,1,0,0,0,0,0
2014-11-14,133.77429991274,1,0,0,0,0,0
2014-11-15,157.956829595601,1,0,0,0,0,0
2014-11-16,69.2794517983636,1,0,0,0,0,0
2014-11-17,138.752246637463,1,0,0,0,0,0
2014-11-18,134.68843263499,1,0,0,0,0,0
2014-11-19,131.262024072649,1,0,0,0,0,0
2014-11-20,131.314789763352,1,0,0,0,0,0
2014-11-21,142.895603194534,1,0,0,0,0,0
2014-11-22,92.6616360079896,1,0,0,0,0,0
2014-11-23,88.8532704507342,1,0,0,0,0,0
2014-11-24,135.495058395216,1,0,0,0,0,0
2014-11-25,125.776456029191,1,0,0,0,0,0
2014-11-26,98.5421347532514,1,0,0,0,0,0
2014-11-27,114.36674051771,1,0,0,0,0,0
2014-11-28,125.770265298128,1,0,0,0,0,0
2014-11-29,143.276224653699,1,0,0,0,0,0
2014-11-30,70.5238191319592,1,0,0,0,0,0
2014-12-01,128.454115308343,1,0,0,0,0,0
2014-12-02,154.242632883405,1,0,0,0,0,0
2014-12-03,133.99080245511,1,0,0,0,0,0
2014-12-04,124.167763102648,1,0,0,0,0,0
2014-12-05,83.5104305885102,1,0,0,0,0,0
2014-12-06,127.894073901772,1,0,0,0,0,0
2014-12-07,75.5129227390682,1,0,0,0,0,0
2014-12-08,102.678761832615,1,0,0,0,0,0
2014-12-09,110.476546068652,1,0,0,0,0,0
2014-12-10,99.9187171842705,1,0,0,0,0,0
2014-12-11,109.754570057738,1,0,0,0,0,0
2014-12-12,109.142671748118,1,0,0,0,0,0
2014-12-13,124.956684401136,1,0,0,0,0,0
2014-12-14,102.80557310108,1,0,0,0,0,0
2014-12-15,96.3136936339829,1,0,0,0,0,0
2014-12-16,97.7685842370004,1,0,0,0,0,0
2014-12-17,102.856835442046,1,0,0,0,0,0
2014-12-18,112.769700687238,1,0,0,0,0,0
2014-12-19,100.434605432296,1,0,0,0,0,0
2014-12-20,92.9765497836537,1,0,0,0,0,0
2014-12-21,74.1776353738615,1,0,0,0,0,0
2014-12-22,166.062608421996,1,0,0,0,0,0
