Datum,Umsatz,Warengruppe,Brot,Broetchen,Croissant,Konditorei,Kuchen,Saisonbrot,national_holiday,christmas_market,KielerWoche,Schifffahrt,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,bewoelkt_bins_bewoelkt_0wenig_0_2,bewoelkt_bins_bewoelkt_1mäßig_3_5,bewoelkt_bins_bewoelkt_2stark_6_8,Monat,temp_bins_sehr_kalt,temp_bins_kalt,temp_bins_mild,temp_bins_warm,temp_bins_heiß,wind_bins_Brise,wind_bins_Wind,wind_bins_Sturm,Wettercode_cat,Wettercode_cat_condensed,Wettercode_0_keine_aussage,Wettercode_1_keine_beeintraechtigung,Wettercode_2_leichter_niederschlag,Wettercode_3_starker_niederschlag,Wettercode_4_gewitter,Wochentag_Mo,Wochentag_Di,Wochentag_Mi,Wochentag_Do,Wochentag_Fr,Wochentag_Sa,Wochentag_So
2016-12-11,486.685095537576,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,486.685095537576,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,486.685095537576,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,176.390387266873,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,176.390387266873,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,176.390387266873,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,176.390387266873,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,176.390387266873,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,176.390387266873,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,122.393092255363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,122.393092255363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,122.393092255363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,122.393092255363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,122.393092255363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,122.393092255363,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,263.596298985189,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,263.596298985189,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,263.596298985189,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,263.596298985189,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,263.596298985189,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,263.596298985189,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,84.5644203966836,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,84.5644203966836,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,84.5644203966836,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,84.5644203966836,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,84.5644203966836,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-11,84.5644203966836,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,380698.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-12-17,,,,,,,,,,,0.0,380698.0,8.0,2.125,6.0,10.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Feuchter Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,,,,,,,
2016-12-25,,,,,,,,,,,0.0,380698.0,7.0,9.375,16.0,61.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,,,,,,,
2016-12-26,,,,,,,,,,,0.0,380698.0,4.0,6.875,25.0,22.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Schneefall hat aufgehört,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,,,,,,,
2017-01-01,,,,,,,,,,,0.0,269633.0,8.0,5.5,12.0,61.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,,,,,,,
2017-04-14,,,,,,,,,,,0.0,586707.0,7.0,9.25,12.0,63.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Durchgehender mäßiger nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,,,,,,,
2017-05-01,,,,,,,,,,,0.0,687627.0,1.0,11.75,19.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,,,,,,,
2017-07-04,,,,,,,,,,,0.0,1191653.0,6.0,17.25,15.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,,,,,,,
2017-10-04,125.991807553769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,125.991807553769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,125.991807553769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,125.991807553769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,125.991807553769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,346.167979112914,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,346.167979112914,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,346.167979112914,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,346.167979112914,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,346.167979112914,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,134.834527047858,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,134.834527047858,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,134.834527047858,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,134.834527047858,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,134.834527047858,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,115.678569385776,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,115.678569385776,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,115.678569385776,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,115.678569385776,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,115.678569385776,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,222.932328659137,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,222.932328659137,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,222.932328659137,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,222.932328659137,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-04,222.932328659137,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-10-05,146.081884421956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,146.081884421956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,146.081884421956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,146.081884421956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,146.081884421956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,363.881685966128,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,363.881685966128,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,363.881685966128,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,363.881685966128,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,363.881685966128,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,116.285411682653,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,116.285411682653,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,116.285411682653,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,116.285411682653,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,116.285411682653,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,70.4858285269834,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-10-05,70.4858285269834,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
