Datum,Umsatz,Warengruppe,Brot,Broetchen,Croissant,Konditorei,Kuchen,national_holiday,christmas_market,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,bewoelkt_bins_bewoelkt_1mäßig_3_5,bewoelkt_bins_bewoelkt_2stark_6_8,temp_bins_kalt,temp_bins_mild,temp_bins_warm,temp_bins_heiß,wind_bins_Wind,wind_bins_Sturm,Wettercode_cat,Wettercode_cat_condensed,Wettercode_0_keine_aussage,Wettercode_1_keine_beeintraechtigung,Wettercode_2_leichter_niederschlag,Wettercode_3_starker_niederschlag,Wettercode_4_gewitter,Wochentag_Di,Wochentag_Mi,Wochentag_Do,Wochentag_Fr,Wochentag_Sa,Wochentag_So,Monat_2,Monat_3,Monat_4,Monat_5,Monat_6,Monat_7,Monat_8,Monat_9,Monat_10,Monat_11,Monat_12
2013-07-03,111.885593514353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.075,6.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-03,427.343258749983,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.075,6.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-03,210.260241465493,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,21.075,6.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-03,69.2627280649987,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,21.075,6.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-03,305.523072325318,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,21.075,6.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Durchgehender leichter und nicht gefrierender Regen,2_leichter_niederschlag,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-03,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-04,168.864940979931,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.85,7.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprühregen oder Schneegriesel hat aufgehört,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,454.859641347987,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.85,7.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprühregen oder Schneegriesel hat aufgehört,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,190.686641378586,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,18.85,7.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprühregen oder Schneegriesel hat aufgehört,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,61.490175369225,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,18.85,7.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprühregen oder Schneegriesel hat aufgehört,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,308.408167942149,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,18.85,7.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Sprühregen oder Schneegriesel hat aufgehört,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-04,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-05,171.280754117955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.975,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-05,492.818804066088,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.975,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-05,181.644870215041,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,19.975,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-05,86.7598614451924,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,19.975,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-05,355.518770367742,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,19.975,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-05,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-06,174.552359998476,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9625,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-06,631.906068038484,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9625,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-06,291.557959835153,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9625,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-06,80.6465768881107,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.9625,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-06,361.866932797941,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.9625,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-06,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-07,92.6377553788373,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-07,695.25572963054,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-07,279.665938833443,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-07,94.6039024817053,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.375,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-07,370.20960108863,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.375,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-07,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-08,135.500244042392,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.725,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-08,538.529249911711,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.725,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-08,195.158794309303,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.725,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-08,49.5000238633042,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.725,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-08,285.233382496522,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.725,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-08,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-09,136.048382778344,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.275,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-09,585.957264698849,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.275,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-09,245.808338509722,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.275,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-09,75.2089975834558,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.275,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-09,342.089345776475,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.275,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-09,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-10,135.132314289581,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.6875,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-10,567.365764527953,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.6875,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-10,265.109142544045,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.6875,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-10,73.8056511129258,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,19.6875,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-10,343.353066508123,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.6875,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-10,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-11,138.549392636714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,569.109374584873,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,234.65807920749,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.375,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,68.6330279122302,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.375,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,315.911756962233,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.375,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Trockener Dunst,1_keine_beeintraechtigung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-11,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-12,101.447511461298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2875,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-12,600.267914678783,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2875,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-12,290.199097765019,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2875,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-12,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-12,362.802489634211,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.2875,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-12,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2013-07-13,141.233309883732,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.125,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-13,747.140776382576,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.125,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2013-07-13,340.046632736531,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.125,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Bewölkungsentwicklung nicht beobachtet (NA),0_keine_aussage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0
